86	M	jeans	L	726	521	Fine product by Calvin Klein	1602	images/clothing/M/jeans/100.jpeg	7005	
87	W	saree	XL	4590	4394	Fine product by Levis	1540	images/clothing/W/saree/22.jpeg	1720	
88	M	jeans	XXL	894	651	Fine product by Lee	1635	images/clothing/M/jeans/98.jpeg	3897	
89	W	saree	L	748	586	Fine product by Jilly and Johny	1940	images/clothing/W/saree/37.jpeg	8297	
90	K	trousers	XL	4952	4743	The best of Levis	1652	images/clothing/K/trousers/100.jpeg	5380	
91	W	saree	L	1626	1518	Compelling fabric quality, very nice creation by Nike	1068	images/clothing/W/saree/52.jpeg	5452	
92	K	trousers	S	1696	1592	Fine product by Levis	1062	images/clothing/K/trousers/31.jpeg	7461	
93	K	trousers	XL	2162	2006	The best of Levis	1482	images/clothing/K/trousers/142.jpeg	9982	
94	W	saree	Umang	689	452	The best of Levis	1840	images/clothing/W/saree/3.jpeg	8020	
95	K	trousers	Umang	2320	2173	Fine product by Levis	1988	images/clothing/K/trousers/261.jpeg	9059	
96	M	jeans	Umang	3158	2917	Fine product by Levis	1236	images/clothing/M/jeans/131.jpeg	4952	
97	K	footwear	Umang	4242	4091	The best of Jilly and Johny	1182	images/clothing/K/footwear/163.jpeg	2647	
98	W	jeans	L	3492	3320	Fine product by Levis	1344	images/clothing/W/jeans/1.jpeg	4687	
99	W	footwear	S	2203	2063	Compelling fabric quality, very nice creation by Lee	1123	images/clothing/W/footwear/19.jpeg	5193	
100	W	footwear	S	4560	4296	Fine product by Levis	1294	images/clothing/W/footwear/22.jpeg	5404	
101	K	tshirt	XL	1065	825	Fine product by Calvin Klein	1689	images/clothing/K/tshirt/229.jpeg	2133	
102	K	footwear	XXL	733	572	Compelling fabric quality, very nice creation by Levis	1484	images/clothing/K/footwear/78.jpeg	8452	
103	K	footwear	M	2680	2486	The best of Lee	1546	images/clothing/K/footwear/187.jpeg	5860	
104	K	footwear	M	566	361	Compelling fabric quality, very nice creation by Lee	1261	images/clothing/K/footwear/133.jpeg	6249	
105	W	footwear	L	711	470	Compelling fabric quality, very nice creation by Lee	1124	images/clothing/W/footwear/17.jpeg	2748	
106	W	saree	Umang	1800	1549	Fine product by Lee	1270	images/clothing/W/saree/17.jpeg	4201	
107	M	shirt	M	1966	1689	Fine product by Levis	1532	images/clothing/M/shirt/92.jpeg	9743	
108	M	footwear	S	811	611	Fine product by Calvin Klein	1002	images/clothing/M/footwear/31.jpeg	1415	
109	K	trousers	S	3185	3055	Compelling fabric quality, very nice creation by Lee	1860	images/clothing/K/trousers/83.jpeg	2793	
110	W	jeans	S	1418	1235	The best of Jilly and Johny	1565	images/clothing/W/jeans/40.jpeg	1796	
111	K	footwear	XXL	2101	1938	Fine product by Levis	1452	images/clothing/K/footwear/146.jpeg	6213	
112	K	trousers	S	2761	2655	Compelling fabric quality, very nice creation by Jilly and Johny	1203	images/clothing/K/trousers/77.jpeg	9049	
113	W	saree	S	1563	1381	Fine product by Calvin Klein	1366	images/clothing/W/saree/40.jpeg	1612	
114	M	jeans	S	1724	1589	Compelling fabric quality, very nice creation by Jilly and Johny	1928	images/clothing/M/jeans/43.jpeg	6238	
115	M	footwear	XL	3775	3505	Compelling fabric quality, very nice creation by Jilly and Johny	1891	images/clothing/M/footwear/32.jpeg	6511	
116	M	jeans	M	1622	1423	The best of Lee	1851	images/clothing/M/jeans/44.jpeg	6787	
117	W	saree	S	3628	3498	The best of Nike	1387	images/clothing/W/saree/49.jpeg	6071	
118	K	footwear	Umang	2526	2343	The best of Calvin Klein	1703	images/clothing/K/footwear/208.jpeg	2714	
119	M	jeans	XL	1045	939	The best of Jilly and Johny	1815	images/clothing/M/jeans/114.jpeg	7086	
120	K	footwear	S	847	747	The best of Calvin Klein	1290	images/clothing/K/footwear/177.jpeg	8333	
121	M	footwear	L	3570	3392	Compelling fabric quality, very nice creation by Calvin Klein	1257	images/clothing/M/footwear/20.jpeg	6435	
122	W	footwear	XL	569	394	Compelling fabric quality, very nice creation by Nike	1566	images/clothing/W/footwear/0.jpeg	3360	
123	W	jeans	XXL	3677	3522	Fine product by Levis	1479	images/clothing/W/jeans/15.jpeg	2238	
124	M	shirt	S	3651	3405	Fine product by Jilly and Johny	1121	images/clothing/M/shirt/36.jpeg	7577	
125	W	jeans	XXL	3683	3516	The best of Lee	1175	images/clothing/W/jeans/41.jpeg	9581	
126	M	footwear	Umang	3660	3389	Compelling fabric quality, very nice creation by Levis	1075	images/clothing/M/footwear/13.jpeg	5359	
127	M	shirt	XL	4487	4276	The best of Levis	1192	images/clothing/M/shirt/104.jpeg	2998	
128	W	jeans	XXL	4230	3966	The best of Nike	1826	images/clothing/W/jeans/14.jpeg	7409	
129	K	tshirt	XL	3782	3643	Compelling fabric quality, very nice creation by Jilly and Johny	1648	images/clothing/K/tshirt/78.jpeg	5249	
130	K	footwear	M	4646	4542	Compelling fabric quality, very nice creation by Nike	1166	images/clothing/K/footwear/81.jpeg	7533	
131	W	footwear	L	2978	2763	Fine product by Nike	1666	images/clothing/W/footwear/27.jpeg	3850	
132	M	footwear	XL	2392	2210	The best of Nike	1549	images/clothing/M/footwear/9.jpeg	5152	
133	K	trousers	XL	4637	4485	Compelling fabric quality, very nice creation by Levis	1020	images/clothing/K/trousers/67.jpeg	7553	
134	W	jeans	L	2805	2509	Fine product by Jilly and Johny	1032	images/clothing/W/jeans/9.jpeg	8367	
135	K	footwear	M	2780	2675	Compelling fabric quality, very nice creation by Calvin Klein	1061	images/clothing/K/footwear/94.jpeg	4006	
136	M	shirt	L	4896	4659	Compelling fabric quality, very nice creation by Lee	1370	images/clothing/M/shirt/103.jpeg	8687	
137	M	footwear	Umang	2054	1759	Compelling fabric quality, very nice creation by Jilly and Johny	1827	images/clothing/M/footwear/4.jpeg	1901	
138	W	jeans	XL	4942	4766	Fine product by Levis	1683	images/clothing/W/jeans/37.jpeg	1391	
139	W	footwear	Umang	4417	4296	The best of Jilly and Johny	1229	images/clothing/W/footwear/20.jpeg	1816	
140	K	trousers	M	3572	3338	Fine product by Lee	1858	images/clothing/K/trousers/198.jpeg	8411	
141	M	jeans	M	3164	2890	The best of Calvin Klein	1909	images/clothing/M/jeans/158.jpeg	1027	
142	M	shirt	S	4588	4458	The best of Calvin Klein	1018	images/clothing/M/shirt/119.jpeg	9480	
143	M	jeans	S	4557	4318	The best of Calvin Klein	1020	images/clothing/M/jeans/18.jpeg	6722	
144	W	footwear	S	4827	4579	Fine product by Jilly and Johny	1400	images/clothing/W/footwear/20.jpeg	7922	
145	K	footwear	L	1245	1012	Compelling fabric quality, very nice creation by Jilly and Johny	1089	images/clothing/K/footwear/220.jpeg	5652	
146	M	shirt	S	2615	2359	Compelling fabric quality, very nice creation by Jilly and Johny	1673	images/clothing/M/shirt/128.jpeg	6200	
147	W	jeans	S	1323	1188	Fine product by Nike	1627	images/clothing/W/jeans/19.jpeg	9536	
148	W	saree	S	3405	3252	Compelling fabric quality, very nice creation by Jilly and Johny	1427	images/clothing/W/saree/13.jpeg	9169	
149	M	shirt	S	2992	2799	Compelling fabric quality, very nice creation by Jilly and Johny	1796	images/clothing/M/shirt/122.jpeg	4604	
150	W	footwear	S	2094	1966	Compelling fabric quality, very nice creation by Levis	1235	images/clothing/W/footwear/6.jpeg	1376	
151	M	shirt	L	3620	3394	Compelling fabric quality, very nice creation by Levis	1647	images/clothing/M/shirt/39.jpeg	5755	
152	W	footwear	Umang	4623	4509	The best of Levis	1633	images/clothing/W/footwear/24.jpeg	3314	
153	M	jeans	XXL	3216	2953	The best of Lee	1895	images/clothing/M/jeans/154.jpeg	4688	
154	W	saree	L	1391	1127	Compelling fabric quality, very nice creation by Levis	1105	images/clothing/W/saree/51.jpeg	8173	
155	M	shirt	M	3449	3208	Fine product by Calvin Klein	1774	images/clothing/M/shirt/72.jpeg	7636	
156	K	trousers	Umang	3690	3532	Fine product by Lee	1025	images/clothing/K/trousers/7.jpeg	9743	
157	M	shirt	XL	4168	3903	The best of Calvin Klein	1889	images/clothing/M/shirt/115.jpeg	6069	
158	M	jeans	XL	1364	1226	The best of Jilly and Johny	1744	images/clothing/M/jeans/172.jpeg	2674	
159	M	shirt	XXL	2393	2289	Fine product by Nike	1831	images/clothing/M/shirt/108.jpeg	7005	
160	K	trousers	XXL	4307	4111	The best of Jilly and Johny	1707	images/clothing/K/trousers/22.jpeg	7664	
161	M	jeans	XXL	2447	2281	Fine product by Nike	1267	images/clothing/M/jeans/25.jpeg	1172	
162	K	tshirt	XL	1573	1317	The best of Calvin Klein	1998	images/clothing/K/tshirt/176.jpeg	9087	
163	W	jeans	L	3356	3140	Fine product by Levis	1001	images/clothing/W/jeans/8.jpeg	2042	
164	W	saree	M	2350	2123	The best of Lee	1532	images/clothing/W/saree/31.jpeg	7877	
165	W	footwear	L	4913	4643	The best of Jilly and Johny	1408	images/clothing/W/footwear/23.jpeg	7085	
166	K	tshirt	M	1558	1360	Compelling fabric quality, very nice creation by Levis	1912	images/clothing/K/tshirt/166.jpeg	8217	
167	M	shirt	XL	3702	3568	Compelling fabric quality, very nice creation by Levis	1938	images/clothing/M/shirt/51.jpeg	7330	
168	K	tshirt	XXL	877	734	Compelling fabric quality, very nice creation by Jilly and Johny	1692	images/clothing/K/tshirt/163.jpeg	9161	
169	K	footwear	XXL	3624	3342	The best of Calvin Klein	1993	images/clothing/K/footwear/242.jpeg	6562	
170	M	jeans	Umang	1226	1036	Compelling fabric quality, very nice creation by Jilly and Johny	1023	images/clothing/M/jeans/105.jpeg	2201	
171	W	jeans	L	4295	4190	The best of Jilly and Johny	1592	images/clothing/W/jeans/16.jpeg	9993	
172	K	footwear	L	4060	3810	Compelling fabric quality, very nice creation by Nike	1530	images/clothing/K/footwear/13.jpeg	6940	
173	K	trousers	XXL	857	578	Compelling fabric quality, very nice creation by Calvin Klein	1211	images/clothing/K/trousers/164.jpeg	7307	
174	M	footwear	Umang	3905	3710	Compelling fabric quality, very nice creation by Jilly and Johny	1809	images/clothing/M/footwear/16.jpeg	4770	
175	M	jeans	XL	4258	4004	Fine product by Jilly and Johny	1513	images/clothing/M/jeans/151.jpeg	7488	
176	W	footwear	XXL	1520	1343	Compelling fabric quality, very nice creation by Levis	1513	images/clothing/W/footwear/20.jpeg	3212	
177	K	tshirt	S	1424	1136	Fine product by Calvin Klein	1269	images/clothing/K/tshirt/277.jpeg	2054	
178	W	saree	XXL	3152	2896	Fine product by Lee	1868	images/clothing/W/saree/17.jpeg	5293	
179	W	saree	L	921	820	The best of Nike	1034	images/clothing/W/saree/41.jpeg	6079	
180	K	tshirt	M	1361	1246	The best of Nike	1425	images/clothing/K/tshirt/251.jpeg	6257	
181	W	footwear	L	2032	1907	Compelling fabric quality, very nice creation by Jilly and Johny	1343	images/clothing/W/footwear/26.jpeg	2452	
182	M	footwear	M	1198	939	Fine product by Jilly and Johny	1549	images/clothing/M/footwear/35.jpeg	3829	
183	W	footwear	S	4163	3996	Compelling fabric quality, very nice creation by Nike	1803	images/clothing/W/footwear/6.jpeg	8806	
184	K	tshirt	M	2902	2716	Compelling fabric quality, very nice creation by Jilly and Johny	1131	images/clothing/K/tshirt/145.jpeg	1606	
185	W	jeans	XXL	2126	2025	The best of Nike	1934	images/clothing/W/jeans/10.jpeg	3304	
186	M	jeans	Umang	2109	1955	The best of Jilly and Johny	1343	images/clothing/M/jeans/155.jpeg	3964	
187	W	saree	XL	2150	1937	Fine product by Calvin Klein	1781	images/clothing/W/saree/25.jpeg	8063	
188	W	saree	XXL	1294	1018	The best of Lee	1827	images/clothing/W/saree/16.jpeg	9086	
189	W	saree	Umang	4586	4378	The best of Lee	1904	images/clothing/W/saree/34.jpeg	2479	
190	K	footwear	M	1328	1106	Fine product by Levis	1514	images/clothing/K/footwear/47.jpeg	3729	
191	W	footwear	S	1069	773	The best of Lee	1645	images/clothing/W/footwear/27.jpeg	4574	
192	W	jeans	L	638	348	The best of Lee	1684	images/clothing/W/jeans/10.jpeg	9596	
193	W	footwear	Umang	2086	1798	Fine product by Lee	1063	images/clothing/W/footwear/9.jpeg	4580	
194	M	jeans	M	3015	2831	The best of Lee	1015	images/clothing/M/jeans/102.jpeg	7358	
195	W	footwear	S	3308	3153	Fine product by Jilly and Johny	1124	images/clothing/W/footwear/16.jpeg	2198	
196	K	tshirt	XXL	3760	3512	The best of Levis	1045	images/clothing/K/tshirt/29.jpeg	3332	
197	W	footwear	XL	4808	4652	Compelling fabric quality, very nice creation by Jilly and Johny	1563	images/clothing/W/footwear/7.jpeg	2696	
198	W	footwear	M	2624	2455	The best of Levis	1246	images/clothing/W/footwear/13.jpeg	9480	
199	W	jeans	L	2559	2296	Compelling fabric quality, very nice creation by Levis	1037	images/clothing/W/jeans/34.jpeg	2539	
200	M	shirt	XXL	3711	3539	Compelling fabric quality, very nice creation by Lee	1924	images/clothing/M/shirt/142.jpeg	5110	
201	W	jeans	Umang	3583	3411	Compelling fabric quality, very nice creation by Lee	1417	images/clothing/W/jeans/41.jpeg	9861	
202	W	saree	S	1206	1065	Fine product by Jilly and Johny	1362	images/clothing/W/saree/27.jpeg	4110	
203	K	tshirt	M	4953	4708	Fine product by Jilly and Johny	1876	images/clothing/K/tshirt/278.jpeg	2956	
204	W	jeans	Umang	3774	3645	Fine product by Calvin Klein	1117	images/clothing/W/jeans/31.jpeg	4548	
205	W	saree	S	1971	1815	Compelling fabric quality, very nice creation by Levis	1308	images/clothing/W/saree/35.jpeg	7790	
206	M	footwear	Umang	2694	2480	Fine product by Calvin Klein	1892	images/clothing/M/footwear/1.jpeg	5329	
207	M	jeans	XL	1114	981	The best of Calvin Klein	1022	images/clothing/M/jeans/153.jpeg	3680	
208	M	footwear	L	4365	4179	The best of Nike	1811	images/clothing/M/footwear/18.jpeg	9399	
209	K	footwear	L	601	472	Compelling fabric quality, very nice creation by Lee	1296	images/clothing/K/footwear/253.jpeg	3107	
210	W	footwear	L	1602	1367	Fine product by Calvin Klein	1858	images/clothing/W/footwear/11.jpeg	3396	
211	W	jeans	XXL	1108	932	Fine product by Lee	1456	images/clothing/W/jeans/25.jpeg	9112	
212	K	trousers	M	4381	4128	Compelling fabric quality, very nice creation by Levis	1977	images/clothing/K/trousers/262.jpeg	8616	
213	W	footwear	S	2426	2144	Compelling fabric quality, very nice creation by Calvin Klein	1441	images/clothing/W/footwear/11.jpeg	4837	
214	W	saree	XXL	4863	4602	Compelling fabric quality, very nice creation by Lee	1922	images/clothing/W/saree/19.jpeg	6758	
215	K	footwear	S	3859	3630	Fine product by Lee	2000	images/clothing/K/footwear/149.jpeg	2219	
216	W	saree	L	3299	3025	Compelling fabric quality, very nice creation by Jilly and Johny	1812	images/clothing/W/saree/25.jpeg	7137	
217	M	shirt	Umang	2778	2487	Compelling fabric quality, very nice creation by Lee	1089	images/clothing/M/shirt/82.jpeg	1921	
218	W	jeans	L	4527	4422	Compelling fabric quality, very nice creation by Calvin Klein	1646	images/clothing/W/jeans/27.jpeg	2706	
219	W	saree	XXL	3226	2970	The best of Nike	1500	images/clothing/W/saree/42.jpeg	4484	
220	K	footwear	XXL	2566	2427	Fine product by Jilly and Johny	1437	images/clothing/K/footwear/177.jpeg	2697	
221	W	footwear	S	1693	1393	The best of Nike	1962	images/clothing/W/footwear/15.jpeg	7083	
222	M	shirt	XXL	4382	4210	Compelling fabric quality, very nice creation by Lee	1584	images/clothing/M/shirt/161.jpeg	2870	
223	W	saree	M	1064	846	The best of Calvin Klein	1531	images/clothing/W/saree/26.jpeg	9588	
224	W	saree	XXL	3098	2865	Fine product by Nike	1744	images/clothing/W/saree/9.jpeg	2353	
225	M	footwear	S	1105	995	The best of Jilly and Johny	1551	images/clothing/M/footwear/2.jpeg	8304	
226	M	footwear	M	3635	3390	Compelling fabric quality, very nice creation by Calvin Klein	1643	images/clothing/M/footwear/25.jpeg	2165	
227	M	shirt	XXL	653	502	Fine product by Nike	1585	images/clothing/M/shirt/13.jpeg	5109	
228	K	tshirt	Umang	4806	4561	Compelling fabric quality, very nice creation by Levis	1475	images/clothing/K/tshirt/133.jpeg	7465	
229	K	trousers	XL	3062	2894	Compelling fabric quality, very nice creation by Calvin Klein	1259	images/clothing/K/trousers/103.jpeg	5854	
230	W	saree	Umang	4935	4735	Fine product by Calvin Klein	1098	images/clothing/W/saree/34.jpeg	4963	
231	W	jeans	XL	4753	4547	Fine product by Jilly and Johny	1162	images/clothing/W/jeans/4.jpeg	5791	
232	W	saree	M	586	334	Fine product by Levis	1862	images/clothing/W/saree/46.jpeg	3879	
233	M	jeans	XL	1013	717	The best of Levis	1420	images/clothing/M/jeans/147.jpeg	9951	
234	K	trousers	M	4294	4191	The best of Lee	1950	images/clothing/K/trousers/169.jpeg	4586	
235	K	trousers	M	3329	3109	Fine product by Calvin Klein	1866	images/clothing/K/trousers/178.jpeg	9091	
236	W	footwear	L	4690	4473	The best of Nike	1822	images/clothing/W/footwear/2.jpeg	7820	
237	W	saree	Umang	1316	1143	Compelling fabric quality, very nice creation by Calvin Klein	1413	images/clothing/W/saree/7.jpeg	7262	
238	M	footwear	Umang	4703	4557	Fine product by Lee	1720	images/clothing/M/footwear/0.jpeg	3067	
239	M	footwear	L	4768	4591	The best of Jilly and Johny	1816	images/clothing/M/footwear/32.jpeg	5431	
240	W	saree	S	1153	1013	The best of Nike	1794	images/clothing/W/saree/9.jpeg	1648	
241	K	tshirt	L	4888	4677	The best of Levis	1646	images/clothing/K/tshirt/146.jpeg	7049	
242	K	tshirt	M	3960	3668	Fine product by Nike	1411	images/clothing/K/tshirt/200.jpeg	8017	
243	M	footwear	L	3020	2826	The best of Nike	1047	images/clothing/M/footwear/12.jpeg	6137	
244	M	footwear	XXL	4991	4772	Fine product by Calvin Klein	1313	images/clothing/M/footwear/12.jpeg	8615	
245	W	jeans	Umang	3396	3267	Fine product by Lee	1987	images/clothing/W/jeans/38.jpeg	4143	
246	M	shirt	S	3292	3051	Compelling fabric quality, very nice creation by Nike	1708	images/clothing/M/shirt/71.jpeg	9660	
247	K	trousers	M	774	505	Fine product by Levis	1736	images/clothing/K/trousers/147.jpeg	3536	
